,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Age_group,distance_group
56691,0,0,57,1,2,355,4,4,4,4,4,5,1,4,4,4,4,4,4,1,0,0.0,0,1,0
56692,0,0,38,1,0,270,1,3,5,5,4,3,4,1,1,1,1,3,1,3,0,11.0,1,0,0
56693,0,1,37,1,1,109,2,2,2,2,4,2,5,4,1,5,4,4,1,4,0,0.0,1,0,0
56696,0,0,18,0,2,957,4,5,4,3,1,4,4,1,3,5,5,3,4,1,0,5.0,0,0,0
56699,0,1,25,1,0,678,3,0,3,5,5,3,5,5,3,3,5,5,4,5,2,0.0,1,0,0
56700,0,1,18,1,2,849,3,3,3,2,3,3,3,3,3,2,5,4,5,3,6,0.0,1,0,0
56701,1,0,35,0,2,448,2,4,2,3,5,2,5,5,1,3,3,4,4,5,0,0.0,1,0,0
56703,0,0,36,1,2,843,4,5,5,5,4,4,4,4,5,1,2,5,1,4,0,0.0,0,0,0
56704,1,1,38,1,0,936,2,2,2,4,1,2,1,1,3,5,4,5,4,1,0,0.0,1,0,0
56707,0,1,40,1,0,883,3,4,4,2,4,4,4,4,2,4,3,4,3,4,16,9.0,1,1,0
56709,0,0,60,1,0,2148,1,1,1,1,5,5,4,4,4,4,4,3,4,5,0,0.0,0,2,1
56710,0,0,56,1,0,337,2,2,2,2,4,4,5,4,4,4,4,3,4,5,0,2.0,0,1,0
56711,0,1,25,1,0,214,5,4,5,3,2,5,2,2,5,5,4,4,4,2,0,1.0,0,0,0
56712,0,0,29,1,0,2884,4,4,4,4,4,4,4,4,5,3,4,3,4,4,0,0.0,0,0,1
56714,1,0,41,1,0,888,1,1,1,1,2,4,5,4,4,4,4,3,4,3,19,4.0,0,1,0
56716,1,1,20,1,0,562,4,0,4,3,3,4,3,3,3,3,4,3,4,3,0,0.0,0,0,0
56717,0,1,26,1,0,583,2,2,2,3,1,2,1,1,4,5,3,3,3,1,6,0.0,1,0,0
56719,1,1,21,1,2,944,1,1,1,4,2,1,2,2,4,2,4,4,5,2,0,0.0,1,0,0
56720,1,0,62,0,1,301,2,4,2,5,1,2,1,1,4,3,5,2,3,1,0,0.0,1,2,0
56721,1,1,10,1,2,991,3,3,3,4,5,3,5,5,1,5,4,3,3,5,1,0.0,1,0,0
56722,1,0,26,0,2,882,4,1,4,4,1,4,2,1,4,5,3,3,4,1,0,0.0,1,0,0
56724,0,1,25,1,0,1124,1,0,1,4,1,1,1,1,3,2,4,4,4,1,0,0.0,1,0,0
56725,1,1,29,1,2,862,4,4,4,4,5,4,5,5,2,5,3,2,3,5,2,0.0,1,0,0
56727,0,0,39,0,2,641,3,5,3,2,4,3,4,4,3,4,5,5,4,4,0,0.0,1,0,0
56728,0,0,42,0,2,999,3,3,3,3,5,5,5,1,1,3,1,4,1,4,0,5.0,1,1,0
56729,0,1,33,1,2,102,1,4,1,1,1,1,1,1,3,3,2,5,1,1,0,1.0,1,0,0
56730,0,0,58,1,0,262,1,1,1,1,3,5,3,4,4,4,4,4,4,1,1,0.0,0,1,0
56732,1,0,7,0,2,733,1,5,1,1,5,1,2,5,2,2,3,5,2,5,0,0.0,1,0,0
56733,1,1,55,1,2,597,1,4,1,3,3,1,3,3,1,3,5,2,4,3,5,0.0,1,1,0
56734,0,0,57,0,2,1050,5,5,5,1,2,4,5,2,2,5,2,3,2,4,0,0.0,0,1,0
56736,1,0,31,1,0,601,4,1,5,1,4,3,4,4,2,1,2,3,2,4,0,0.0,1,0,0
56737,1,1,20,1,2,516,4,0,5,3,5,5,5,5,3,3,5,5,5,5,0,11.0,1,0,0
56742,1,0,48,1,2,579,2,2,4,4,2,2,2,2,2,2,3,2,2,2,0,0.0,1,1,0
56744,1,0,53,1,2,222,1,2,4,4,1,1,1,1,4,1,3,3,4,1,4,7.0,1,1,0
56745,1,0,33,1,0,3286,1,1,1,1,4,4,4,4,2,5,2,5,1,4,0,0.0,0,0,1
56746,0,0,10,0,1,356,2,5,2,2,1,2,1,1,5,4,4,4,5,1,0,0.0,1,0,0
56747,0,0,35,0,2,903,4,4,4,3,5,4,5,5,2,5,4,3,4,5,0,0.0,1,0,0
56748,1,1,43,1,0,632,5,5,5,5,2,5,2,2,5,3,4,4,5,2,0,0.0,0,1,0
56750,1,0,59,0,0,1182,0,5,0,2,2,3,4,1,1,0,4,3,1,3,0,0.0,0,1,0
56751,0,0,46,0,2,2442,2,2,2,3,4,3,2,2,2,2,2,2,2,3,0,0.0,1,1,1
56754,0,0,25,1,0,1890,3,2,2,2,3,3,3,3,1,5,3,2,4,3,0,0.0,1,0,1
56755,1,0,54,0,2,1609,5,5,5,3,2,5,3,2,5,2,3,3,5,2,0,0.0,0,1,1
56756,0,0,52,1,2,116,5,4,4,4,4,4,2,5,5,5,5,2,5,5,0,0.0,0,1,0
56757,0,0,29,1,2,262,4,5,5,5,4,4,4,4,5,5,2,4,3,4,0,0.0,0,0,0
56759,1,0,24,1,1,2402,2,3,3,3,2,1,2,2,5,4,4,2,2,2,0,0.0,1,0,1
56760,0,0,35,0,0,315,2,4,2,3,2,5,5,5,5,2,5,4,5,4,0,0.0,1,0,0
56761,0,1,41,1,0,147,2,2,2,2,3,2,3,3,5,1,5,2,3,3,0,0.0,1,1,0
56762,0,0,41,0,2,432,0,4,0,3,4,0,4,4,2,4,4,2,4,4,0,0.0,0,1,0
56765,0,0,51,1,0,416,4,4,4,4,4,4,5,5,5,5,5,3,5,4,0,0.0,0,1,0
56768,1,0,54,1,0,2218,3,3,3,3,4,4,5,5,5,5,5,3,5,5,0,0.0,0,1,1
56769,1,0,48,0,2,606,2,4,2,5,4,2,2,4,5,4,5,5,3,4,0,0.0,1,1,0
56771,0,0,14,0,2,2106,1,2,1,2,1,1,1,1,2,3,2,3,3,1,0,10.0,1,0,1
56772,0,0,26,1,2,621,1,4,4,4,1,2,2,1,4,3,3,2,3,1,0,0.0,1,0,0
56774,1,0,17,0,2,305,3,4,2,4,2,2,2,2,5,4,2,4,3,2,0,1.0,1,0,0
56776,1,0,46,0,2,550,2,3,2,4,4,2,4,4,1,1,4,4,3,4,3,5.0,1,1,0
56778,1,0,36,1,0,3337,4,1,1,1,3,3,4,2,2,2,4,3,2,3,6,0.0,1,0,1
56780,0,0,42,1,0,549,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0.0,0,1,0
56781,1,0,52,1,2,226,2,4,4,4,2,2,2,2,3,3,4,4,4,2,0,0.0,1,1,0
56782,1,0,37,1,2,250,4,3,3,3,4,3,4,4,4,5,3,2,4,4,0,0.0,1,0,0
56783,0,0,47,1,0,1679,4,4,4,4,4,5,5,5,5,5,5,3,5,4,0,0.0,0,1,1
56784,1,0,37,0,2,762,3,2,3,3,2,3,2,2,1,1,4,4,3,2,0,0.0,1,0,0
56785,1,0,57,1,0,3572,2,2,2,2,5,5,4,5,5,5,5,5,5,3,0,0.0,0,1,1
56786,0,0,57,0,1,402,3,4,3,3,2,5,5,5,5,3,5,5,5,4,4,0.0,1,1,0
56788,0,0,45,1,0,2688,3,3,3,3,5,4,5,3,3,4,3,4,3,5,0,0.0,0,1,1
56790,0,0,39,1,0,2849,2,2,2,2,2,4,5,4,4,5,4,3,4,3,0,0.0,0,0,1
56793,1,0,46,0,2,594,4,2,4,3,4,4,4,4,1,5,3,2,3,4,0,0.0,0,1,0
56794,1,0,64,0,2,522,3,5,3,3,5,3,5,5,3,5,5,3,5,5,0,0.0,1,2,0
56796,1,0,40,1,0,2422,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0,0,1,1
56797,1,1,18,1,2,1041,4,4,4,1,4,4,4,4,4,5,4,3,4,4,0,0.0,0,0,0
56798,0,1,40,1,0,197,3,3,3,4,2,3,2,2,3,5,4,4,4,2,20,9.0,1,1,0
56799,1,0,45,1,1,1024,3,2,2,2,2,3,2,2,3,4,3,3,3,2,10,10.0,1,1,0
56801,0,0,38,1,0,3389,4,4,4,4,5,4,4,3,3,2,3,5,3,3,0,0.0,0,0,1
56803,0,1,29,1,1,602,4,4,4,4,4,4,4,4,5,4,5,2,4,4,1,0.0,1,0,0
56805,1,0,39,0,2,427,1,2,3,4,4,3,4,4,3,2,3,3,4,4,0,0.0,1,0,0
56806,1,0,62,1,0,715,4,4,4,4,3,5,5,4,4,4,4,3,4,3,10,3.0,0,2,0
56808,1,0,59,1,1,101,2,5,5,5,2,2,2,2,3,5,5,5,2,2,0,3.0,0,1,0
56809,0,0,50,0,2,628,1,4,1,3,3,5,5,4,4,1,4,4,4,3,0,0.0,1,1,0
56810,0,1,25,1,0,1014,5,0,5,4,2,5,4,2,5,2,3,4,5,2,2,0.0,0,0,0
56813,1,0,60,1,0,2052,2,2,2,2,4,4,5,5,5,5,5,4,5,4,0,0.0,0,2,1
56814,0,0,33,0,1,1085,4,4,5,2,2,5,1,2,4,5,4,3,5,2,0,0.0,1,0,0
56815,0,0,43,0,2,867,4,4,4,4,4,3,2,3,3,4,3,3,3,1,0,1.0,1,1,0
56817,0,0,28,0,1,98,4,5,0,3,1,0,1,1,3,4,5,5,5,1,0,11.0,1,0,0
56820,1,0,38,1,0,2610,4,4,4,4,2,2,4,4,4,4,4,2,4,2,0,0.0,0,0,1
56821,0,0,10,0,2,1096,3,4,3,1,4,3,4,4,1,4,3,3,1,4,0,0.0,1,0,0
56822,1,1,59,1,0,199,3,3,3,2,1,3,1,1,4,4,5,4,5,1,0,0.0,1,1,0
56823,0,0,40,0,2,488,2,4,2,2,4,2,2,4,3,5,4,4,5,4,1,0.0,1,1,0
56824,1,0,48,1,0,163,3,5,5,5,5,4,3,2,2,2,3,3,2,4,5,7.0,1,1,0
56825,1,0,42,0,2,861,3,5,3,3,3,3,3,3,5,3,5,4,5,3,3,0.0,1,1,0
56828,0,0,58,1,0,1404,1,2,3,2,5,3,4,1,1,1,1,3,1,3,0,0.0,1,1,0
56829,1,0,44,1,0,2611,5,5,5,5,4,4,4,4,5,3,2,4,5,4,21,10.0,0,1,1
56831,0,0,49,1,2,1024,2,2,2,2,4,2,2,2,2,2,2,3,2,3,0,0.0,1,1,0
56832,0,0,47,0,2,1304,2,5,2,3,3,4,5,5,5,2,5,3,5,5,0,0.0,1,1,0
56833,0,0,26,0,2,109,2,2,2,4,5,2,5,5,4,4,4,4,4,5,0,0.0,1,0,0
56834,0,0,16,0,2,641,2,4,2,2,5,2,5,5,3,5,4,5,4,5,27,12.0,1,0,0
56836,0,1,37,1,2,590,3,2,2,4,5,2,5,5,4,1,4,2,4,5,0,3.0,1,0,0
56837,1,1,25,1,2,993,3,3,3,1,3,5,5,1,2,5,4,5,2,5,15,3.0,1,0,0
56838,1,1,56,1,2,128,3,5,3,4,1,3,1,1,1,2,5,4,4,1,4,0.0,1,1,0
56839,1,0,62,1,2,1262,3,1,1,1,3,3,3,3,1,3,3,4,3,3,0,0.0,1,2,0
56842,1,1,21,1,2,445,0,5,0,4,3,0,3,3,3,2,1,5,4,3,0,10.0,0,0,0
56844,1,0,53,1,1,489,2,2,3,2,2,2,2,2,1,4,3,3,3,2,16,6.0,1,1,0
56846,1,0,45,1,0,408,4,4,3,4,2,5,4,5,5,5,5,5,5,3,0,4.0,0,1,0
56847,1,0,42,0,2,305,1,4,1,1,5,1,5,5,4,3,5,5,5,5,0,0.0,1,1,0
56848,1,1,28,1,0,1085,0,0,0,5,5,0,5,5,5,5,5,3,5,5,0,0.0,0,0,0
56849,0,0,58,1,0,2078,2,5,5,5,1,4,3,3,3,3,2,3,3,3,0,0.0,1,1,1
56853,0,1,21,1,2,369,1,2,1,4,1,1,1,1,3,2,4,2,4,1,0,0.0,1,0,0
56855,0,0,37,1,1,255,4,5,3,5,4,4,4,4,2,5,3,4,1,4,8,6.0,0,0,0
56856,0,1,33,1,2,67,2,0,2,1,5,2,3,5,3,5,1,4,5,5,0,0.0,1,0,0
56858,1,0,25,1,0,2977,4,4,4,4,5,5,5,5,4,3,5,4,4,5,0,0.0,0,0,1
56860,0,0,44,1,0,2425,2,2,5,2,3,4,5,5,5,5,5,3,5,4,0,0.0,0,1,1
56861,0,0,56,1,0,2243,1,1,4,1,2,5,5,4,4,4,4,3,4,3,0,4.0,0,1,1
56866,1,0,33,0,2,748,2,4,2,5,1,2,5,1,3,4,4,3,4,1,0,0.0,1,0,0
56868,0,0,45,1,2,253,4,3,3,3,2,4,4,5,5,4,5,5,5,4,0,0.0,0,1,0
56869,0,0,49,0,2,773,2,4,2,4,4,5,5,5,5,2,5,3,5,3,0,0.0,1,1,0
56873,0,0,15,0,2,1635,3,5,3,4,5,3,5,5,3,3,5,5,5,5,7,0.0,1,0,1
56874,1,0,48,0,2,335,2,1,2,4,1,2,1,1,1,3,3,2,3,1,0,0.0,1,1,0
56876,0,0,53,1,0,323,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,1.0,0,1,0
56878,1,0,55,1,0,2875,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,4.0,0,1,1
56883,1,0,54,1,0,2092,1,1,1,1,4,5,4,5,5,5,5,5,5,3,0,0.0,0,1,1
56885,1,0,58,1,0,1590,5,5,5,5,2,3,5,4,4,4,4,3,4,3,29,7.0,0,1,1
56886,0,0,49,1,0,2813,3,4,4,4,5,2,3,3,3,3,3,4,3,2,0,0.0,1,1,1
56888,1,0,52,1,0,2461,4,4,1,4,3,4,5,5,5,5,5,3,5,4,0,0.0,0,1,1
56889,0,0,56,0,2,251,3,5,3,3,3,4,5,1,1,3,1,3,1,3,0,0.0,1,1,0
56891,1,0,41,1,0,1716,4,4,4,4,5,4,4,4,4,4,4,3,4,4,5,0.0,0,1,1
56892,0,0,35,1,0,1024,4,2,1,2,4,3,2,4,4,4,4,3,4,1,0,0.0,1,0,0
56894,1,0,48,0,2,337,2,4,2,3,2,2,2,2,4,3,5,4,4,2,0,0.0,1,1,0
56896,0,0,23,0,2,190,3,5,3,3,3,3,3,3,5,5,5,4,4,3,0,0.0,1,0,0
56902,0,0,27,1,0,1660,4,4,4,4,4,4,4,4,5,3,4,4,5,4,0,0.0,0,0,1
56903,1,0,25,1,1,589,4,3,1,3,4,4,4,4,1,1,3,4,4,4,5,7.0,1,0,0
56904,1,0,34,1,0,1506,1,5,4,5,2,2,1,1,1,1,1,2,1,4,1,0.0,1,0,1
56905,1,1,23,1,2,544,4,4,4,5,1,4,1,1,5,2,4,5,4,1,0,0.0,1,0,0
56906,0,0,56,0,2,872,1,1,1,2,1,2,3,4,4,1,4,3,4,4,1,0.0,1,1,0
56909,1,0,31,1,2,1874,4,1,1,1,4,4,4,4,2,5,5,2,2,4,2,0.0,0,0,1
56911,1,0,65,0,2,1892,2,1,2,3,2,2,2,2,3,3,2,4,2,2,28,10.0,1,2,1
56912,0,0,52,1,0,2425,3,3,3,3,5,5,5,5,3,4,4,5,3,5,0,0.0,0,1,1
56913,1,0,60,1,0,507,5,5,5,5,3,5,5,4,4,4,4,3,4,5,0,0.0,0,2,0
56914,1,0,36,1,2,448,4,2,2,2,4,5,4,4,1,2,5,2,1,4,0,0.0,0,0,0
56916,0,0,21,0,2,1400,4,4,4,2,2,4,2,2,3,4,3,3,5,2,5,0.0,1,0,0
56920,1,0,23,1,0,3341,3,5,3,3,5,5,5,1,1,1,2,5,5,5,0,0.0,0,0,1
56922,1,0,56,0,2,954,3,2,3,3,4,3,4,4,3,2,3,3,4,4,0,0.0,1,1,0
56923,1,0,9,0,2,452,4,5,4,3,2,4,2,2,2,3,3,5,3,2,0,0.0,0,0,0
56925,1,0,43,1,0,3132,5,5,5,5,2,4,4,5,5,5,5,4,5,3,9,0.0,0,1,1
56926,0,1,24,1,2,404,1,0,1,5,1,1,1,1,4,5,5,2,2,1,0,0.0,1,0,0
56927,0,1,40,1,0,370,2,2,2,3,3,2,3,3,1,1,5,2,5,3,0,0.0,1,1,0
56929,1,0,22,1,0,2841,2,2,2,2,3,3,3,3,4,5,1,3,1,3,0,0.0,0,0,1
56930,0,0,48,1,0,259,2,2,2,2,5,4,5,4,4,4,4,5,4,4,6,1.0,0,1,0
56931,0,0,37,1,2,986,3,4,4,4,3,3,3,3,3,3,4,5,3,3,0,0.0,0,0,0
56933,1,1,22,1,2,1703,3,3,3,3,2,3,2,2,4,2,2,2,4,2,0,0.0,1,0,1
56935,1,0,30,0,2,409,1,5,1,2,3,1,3,3,4,5,5,3,4,3,0,4.0,1,0,0
56937,1,1,20,1,2,802,3,3,3,4,4,3,2,4,5,3,4,4,5,4,14,0.0,1,0,0
56938,1,0,29,1,0,758,2,2,2,2,4,3,4,4,3,5,5,3,5,4,7,0.0,0,0,0
56939,0,0,33,1,0,1947,4,5,4,4,3,4,4,5,5,5,5,3,5,4,0,0.0,0,0,1
56940,1,0,38,0,2,300,4,4,4,3,3,4,3,3,5,4,4,5,4,3,0,0.0,1,0,0
56944,1,0,61,0,1,163,1,5,1,2,3,1,3,3,3,5,5,5,5,3,0,0.0,1,2,0
56946,0,0,66,1,0,2928,3,1,1,1,5,3,4,3,3,4,3,3,3,3,0,0.0,1,2,1
56947,1,0,36,1,0,2586,4,4,4,4,2,4,5,5,5,5,5,5,5,5,7,11.0,0,0,1
56949,0,0,13,0,2,140,3,3,3,3,5,3,5,5,2,5,4,4,3,5,0,0.0,1,0,0
56950,0,0,59,0,2,2586,3,2,3,3,2,3,3,1,1,3,2,2,1,1,0,0.0,1,1,1
56951,1,0,47,1,0,3282,4,4,4,4,3,3,3,4,4,4,4,2,4,1,0,0.0,1,1,1
56952,0,0,48,0,2,689,2,4,2,3,5,5,4,2,2,2,2,3,2,4,0,0.0,1,1,0
56953,1,0,23,1,0,1258,3,3,3,3,4,4,4,4,5,2,4,3,4,4,0,3.0,0,0,0
56954,0,0,40,0,2,530,2,5,2,3,1,2,1,1,5,2,5,3,5,1,0,0.0,1,1,0
56955,0,0,40,1,0,3380,2,2,4,2,5,5,4,3,3,3,3,3,3,3,0,0.0,0,1,1
56956,1,0,69,0,2,495,3,5,3,5,5,3,5,5,4,5,4,3,5,5,21,9.0,1,2,0
56957,0,0,42,1,0,3445,4,4,4,4,5,5,4,5,5,5,5,4,5,3,4,0.0,0,1,1
56958,1,1,37,1,0,393,5,5,5,4,1,5,1,1,5,2,5,4,4,1,19,0.0,0,0,0
56959,1,0,41,1,0,2227,1,1,1,1,3,3,4,5,5,5,5,3,5,4,0,0.0,0,1,1
56961,0,0,20,1,0,2586,5,1,5,5,5,4,5,5,4,4,5,3,1,5,0,0.0,0,0,1
56962,1,0,43,1,0,1860,3,3,2,3,4,4,4,5,5,5,5,5,5,3,25,7.0,0,1,1
56963,1,1,26,1,0,717,3,3,3,4,1,3,2,1,5,3,5,5,4,1,0,0.0,1,0,0
56965,1,0,16,0,2,899,3,5,3,2,3,3,5,3,4,5,5,5,4,3,0,0.0,1,0,0
56966,0,0,63,0,2,526,1,4,4,3,5,4,4,2,2,4,2,3,2,5,0,0.0,1,2,0
56967,1,0,54,1,2,363,2,4,4,4,2,2,2,2,4,4,4,2,4,2,0,0.0,1,1,0
56968,1,0,68,0,0,1454,2,2,2,4,4,4,4,4,4,2,4,4,4,3,0,0.0,1,2,0
56969,0,0,54,1,0,2077,4,4,4,4,3,5,4,5,5,5,5,3,5,4,30,0.0,0,1,1
56970,0,0,31,1,0,1988,3,3,1,3,3,4,3,3,1,1,4,4,2,3,0,0.0,0,0,1
56972,1,1,21,1,0,1111,4,2,5,3,4,5,4,4,5,2,4,5,5,4,11,4.0,0,0,0
56973,1,0,50,1,0,3636,2,2,2,2,2,4,3,2,2,2,2,2,2,1,0,1.0,1,1,1
56974,1,0,56,1,0,1618,2,2,2,2,5,5,5,3,3,4,3,3,3,3,5,0.0,0,1,1
56980,0,0,49,1,0,1735,3,3,3,3,5,4,5,5,5,5,5,5,5,3,3,0.0,0,1,1
56981,1,0,37,1,0,2276,1,1,1,1,3,3,3,5,4,5,5,3,4,3,0,0.0,0,0,1
56982,1,1,22,1,2,1277,3,3,3,3,1,3,1,1,2,1,3,4,3,1,0,0.0,1,0,0
56983,0,0,69,0,2,264,3,2,3,4,1,3,3,3,3,3,3,4,3,3,0,0.0,1,2,0
56986,1,0,39,0,2,397,2,1,2,3,3,2,3,3,2,3,4,3,4,3,10,5.0,1,0,0
56987,1,1,64,1,0,1009,5,5,5,4,2,5,2,2,5,5,5,4,4,2,0,3.0,0,2,0
56988,1,0,18,0,1,198,1,4,1,5,5,1,5,5,5,3,5,3,5,5,0,0.0,1,0,0
56990,1,1,28,1,0,907,1,1,1,3,2,1,3,2,4,3,5,4,4,2,0,0.0,1,0,0
56992,0,1,35,1,2,301,3,4,3,4,5,3,5,5,1,4,4,3,3,5,0,0.0,1,0,0
56993,1,0,39,1,2,972,2,4,4,4,2,2,2,2,2,4,4,2,4,2,0,0.0,1,0,0
56996,0,0,57,1,2,1399,4,2,2,2,4,4,5,4,4,4,4,5,4,3,0,0.0,0,1,0
56997,0,0,42,1,2,1666,4,1,1,1,5,4,4,4,4,4,4,5,4,3,11,0.0,0,1,1
56998,0,0,39,1,2,207,5,3,3,3,5,5,5,5,2,1,3,4,2,5,0,0.0,0,0,0
57000,1,1,23,1,2,594,3,0,3,3,1,3,1,1,5,5,5,4,4,1,0,0.0,1,0,0
57002,0,0,34,0,2,399,1,4,1,3,2,1,2,2,5,3,5,5,4,2,0,0.0,1,0,0
57006,0,0,35,1,0,2336,5,5,5,5,2,5,5,5,5,5,5,5,5,5,0,0.0,0,0,1
57010,0,0,43,0,2,351,1,3,1,4,2,4,3,2,2,1,2,4,2,3,0,0.0,1,1,0
57011,0,0,41,0,2,101,5,5,5,1,1,5,1,1,3,4,5,4,4,1,0,0.0,0,1,0
57012,0,0,45,1,2,2422,2,5,5,5,2,2,2,1,3,3,2,2,4,2,0,2.0,1,1,1
57013,0,1,40,1,0,453,2,2,2,3,4,2,4,4,4,3,4,4,5,4,0,3.0,1,1,0
57016,0,0,57,1,0,453,5,5,5,5,4,4,5,4,4,4,4,5,4,5,3,4.0,0,1,0
57017,1,0,10,0,2,848,2,5,2,3,3,2,3,3,4,4,5,5,5,3,0,0.0,1,0,0
57019,1,0,65,0,2,184,4,1,4,3,4,4,4,4,3,1,4,3,4,4,0,0.0,1,2,0
57020,1,0,19,0,2,997,2,5,2,5,2,2,2,2,4,3,5,4,5,2,2,0.0,1,0,0
57021,1,0,47,1,2,224,4,5,5,5,4,4,4,4,3,1,4,2,4,4,0,0.0,1,1,0
57022,0,0,51,0,2,1235,3,4,3,3,2,3,3,3,3,3,3,4,3,3,14,6.0,1,1,0
57023,1,0,50,0,2,1416,3,1,3,3,1,3,1,1,2,5,3,2,2,1,0,0.0,1,1,0
57026,0,0,41,1,0,2905,5,5,5,5,4,5,5,2,2,2,2,4,2,3,0,0.0,0,1,1
57027,0,0,60,1,2,679,2,5,5,5,5,1,1,2,2,2,2,4,2,1,0,0.0,1,2,0
57028,1,0,13,0,2,102,3,5,3,4,2,3,2,2,4,5,5,4,4,2,2,2.0,1,0,0
57029,1,0,66,0,2,302,3,4,3,5,2,3,2,2,3,3,3,4,5,2,0,0.0,1,2,0
57030,1,1,43,1,2,719,2,2,2,4,4,2,4,4,1,3,3,2,4,4,0,0.0,1,1,0
57032,1,0,58,1,0,2311,3,3,3,3,5,5,4,5,5,5,5,4,5,4,0,0.0,0,1,1
57034,1,0,54,1,2,964,4,1,1,1,4,4,4,4,5,4,3,4,1,4,0,0.0,0,1,0
57036,1,1,38,1,0,999,1,1,1,2,1,1,1,1,4,4,4,3,5,1,20,9.0,1,0,0
57038,0,0,56,1,0,469,2,2,2,2,4,5,5,5,5,5,5,5,5,3,0,0.0,0,1,0
57039,1,1,33,1,0,216,2,2,2,1,4,2,2,4,3,5,4,2,4,4,0,0.0,1,0,0
57042,1,0,59,0,2,731,3,2,3,4,5,3,5,5,3,4,4,4,4,5,0,0.0,1,1,0
57044,1,0,37,0,2,802,2,5,2,3,4,2,4,4,5,5,5,3,5,4,0,0.0,1,0,0
57046,0,1,12,1,2,1086,4,4,4,4,3,4,3,3,4,3,4,4,3,3,12,0.0,1,0,0
57047,1,0,53,1,0,1131,5,5,1,5,3,4,5,5,5,5,5,3,5,5,0,0.0,0,1,0
57048,0,0,37,0,0,632,4,5,4,2,4,4,5,1,1,4,1,4,1,3,0,0.0,0,0,0
57050,0,0,48,1,2,236,1,1,1,1,5,4,3,1,1,1,1,4,1,2,0,6.0,1,1,0
57052,1,0,56,1,0,3355,3,3,3,3,2,3,3,3,3,3,3,4,3,2,0,0.0,1,1,1
57054,0,1,28,1,0,696,4,4,4,4,5,4,5,5,3,3,5,3,5,5,0,0.0,0,0,0
57056,0,0,52,1,2,102,4,4,4,4,3,1,4,5,5,4,5,5,5,3,0,10.0,0,1,0
57057,0,0,59,1,0,3328,4,4,4,4,2,1,5,5,5,5,5,3,5,3,0,1.0,0,1,1
57058,0,0,60,1,0,1205,4,4,4,4,2,4,5,4,4,4,4,5,4,3,0,3.0,0,2,0
57059,0,1,19,1,2,711,2,2,2,5,2,2,2,2,4,3,4,4,4,2,0,0.0,1,0,0
57060,1,0,32,1,0,3202,2,2,2,2,4,4,4,4,3,5,4,4,2,4,14,0.0,0,0,1
57061,1,0,19,0,2,403,1,4,1,3,3,1,3,3,4,4,4,5,4,3,0,8.0,1,0,0
57062,1,0,38,0,1,102,1,5,1,1,4,1,1,4,3,2,3,5,4,4,0,8.0,1,0,0
57063,1,0,47,1,0,1964,4,4,4,4,4,5,5,4,4,4,4,5,4,5,0,0.0,0,1,1
57064,0,0,13,0,1,874,3,1,3,3,3,3,3,3,3,1,2,4,3,3,0,0.0,1,0,0
57065,0,1,21,1,2,288,4,0,4,1,5,4,4,5,4,2,4,3,4,5,0,0.0,0,0,0
57066,0,0,40,1,0,2291,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0.0,0,1,1
57067,1,0,43,1,1,2417,5,5,5,5,5,5,5,5,5,2,5,3,3,5,0,0.0,0,1,1
57069,1,0,29,1,0,2610,0,4,0,1,2,2,2,2,5,4,4,5,5,2,0,0.0,0,0,1
57070,0,0,52,0,2,376,2,4,2,3,4,5,4,2,2,2,3,4,2,4,0,0.0,1,1,0
57071,0,1,42,1,0,948,5,5,5,4,4,5,4,4,4,4,5,4,4,4,1,0.0,0,1,0
57072,1,0,12,0,2,1770,3,4,3,3,1,3,1,1,2,4,1,4,1,1,0,11.0,1,0,1
57073,0,0,54,1,0,2448,3,3,1,3,2,4,4,4,4,5,4,5,4,3,3,8.0,0,1,1
57075,0,0,55,1,0,3025,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0.0,0,1,1
57076,1,0,51,0,2,1069,3,3,3,2,1,3,1,1,3,5,3,2,2,1,0,0.0,1,1,0
57077,1,0,30,1,0,1634,2,3,2,2,5,5,5,5,3,2,4,5,4,5,2,0.0,0,0,1
57078,1,0,43,1,0,1634,3,2,3,3,5,5,4,5,5,5,4,4,5,4,0,0.0,0,1,1
57080,1,1,25,1,0,522,4,0,3,3,5,3,5,5,3,5,5,3,5,5,0,0.0,0,0,0
57081,0,0,37,0,0,1131,2,2,2,3,4,4,3,3,3,2,3,2,3,1,0,0.0,1,0,0
57083,1,0,51,0,2,158,3,5,3,4,1,3,2,1,5,3,5,5,5,1,0,0.0,1,1,0
57084,1,1,48,1,2,969,2,2,2,5,5,2,5,5,5,2,3,2,2,5,0,0.0,1,1,0
57086,1,0,45,1,0,125,3,3,3,3,3,2,2,4,4,3,3,4,4,1,0,0.0,1,1,0
